cell_id,total_buildings,buildings_within_400m,accessibility_pct,avg_distance_m,ndvi_mean,ndvi_min,ndvi_max,ndvi_std
296,172,133,77.3,326.6,0.16068009033203126,0.008891928941011429,0.34420356154441833,0.06019704414279631
297,340,40,11.8,487.7,0.06287466430664063,-0.008246987126767635,0.27436959743499756,0.05381281956133141
298,290,79,27.2,474.6,0.035991778564453125,-0.017969075590372086,0.23243647813796997,0.027936956092091465
299,178,122,68.5,331.4,0.0262679368622449,-0.00467885984107852,0.18903875350952148,0.028671191622696355
300,60,60,100.0,177.4,0.2594556660554847,0.0,0.4601948857307434,0.10192732153132915
301,116,116,100.0,87.5,0.23589169921875,0.03323262929916382,0.42997992038726807,0.09169146277057066
302,134,134,100.0,60.6,0.19457681884765626,0.009657594375312328,0.44152888655662537,0.09468001340126876
303,79,79,100.0,130.0,0.13262652587890625,-0.012451890856027603,0.38255032896995544,0.08154234410675042
304,83,83,100.0,108.5,0.151575,0.014240887947380543,0.38248175382614136,0.07874501252641672
305,64,64,100.0,104.4,0.18470369873046874,0.02646273374557495,0.4813949465751648,0.0969081992971368
306,65,65,100.0,64.8,0.229501318359375,0.014404190704226494,0.4622441828250885,0.09797210205111187
307,131,131,100.0,107.8,0.207206298828125,0.04417332634329796,0.4266825020313263,0.08348310009515918
308,134,134,100.0,41.5,0.20367427978515626,0.015786608681082726,0.40746381878852844,0.07713038015491869
309,83,83,100.0,113.0,0.3014926513671875,0.07150188088417053,0.47116515040397644,0.07626610105874901
310,101,100,99.0,247.9,0.2669259033203125,0.06417736411094666,0.44319775700569153,0.07079526318976449
311,71,71,100.0,133.2,0.2514538818359375,0.024707412347197533,0.42508959770202637,0.07647748095493866
312,70,70,100.0,63.3,0.289060009765625,0.06395348906517029,0.4787064790725708,0.07301373693306507
313,63,63,100.0,112.7,0.210853857421875,-0.01855766959488392,0.41066041588783264,0.08366220439656918
314,20,20,100.0,39.8,0.210252783203125,0.009224631823599339,0.4253521263599396,0.09109613983971704
315,80,80,100.0,138.1,0.227803857421875,0.0261054877191782,0.4295719861984253,0.08765072142870092
316,75,75,100.0,157.2,0.21032900390625,0.007766103371977806,0.43832021951675415,0.08587233347535596
317,76,76,100.0,74.1,0.19127745361328125,0.00756429648026824,0.43678930401802063,0.09047966243327141
318,82,82,100.0,96.2,0.148392626953125,0.020603736862540245,0.3709319531917572,0.07320521011023512
319,112,105,93.8,185.5,0.1715301513671875,0.021744441241025925,0.406771719455719,0.07781240235227332
320,264,239,90.5,270.0,0.08591365966796875,-0.002930096350610256,0.33639198541641235,0.060271384804575556
321,211,17,8.1,548.0,0.06750993041992187,-0.022916244342923164,0.23444612324237823,0.03977014519209551
322,49,9,18.4,447.6,0.04572245072345344,0.0,0.28341415524482727,0.05467013270999662
323,13,13,100.0,212.3,0.337350924744898,0.0,0.5513308048248291,0.12886396278882115
324,73,73,100.0,48.6,0.2334478515625,0.027272727340459824,0.477477490901947,0.09441643524920194
325,110,110,100.0,101.8,0.187184814453125,0.019371502101421356,0.43064576387405396,0.08335650397087209
326,91,91,100.0,70.7,0.13675390625,0.007659574504941702,0.3955588936805725,0.08559124556643298
327,208,208,100.0,121.4,0.08574879760742188,-0.00998185109347105,0.3320220410823822,0.06083355103776112
328,252,252,100.0,158.2,0.0892280517578125,0.014849692583084106,0.3357117474079132,0.0615984130461102
329,131,124,94.7,235.8,0.10760286865234375,-0.011118674650788307,0.3310357928276062,0.07072671989361197
330,150,150,100.0,87.3,0.20810009765625,0.04951266944408417,0.41312453150749207,0.0703328990189029
331,148,148,100.0,150.8,0.2379518310546875,0.04095720127224922,0.40536749362945557,0.06926786852388234
332,47,47,100.0,105.5,0.2720486328125,0.030818277969956398,0.49501311779022217,0.09387863809044976
333,51,51,100.0,63.6,0.295047216796875,0.07342657446861267,0.4536256194114685,0.0732957401098405
334,106,106,100.0,146.6,0.230615478515625,0.03861788660287857,0.4443243145942688,0.0755575211449712
335,76,76,100.0,95.8,0.245410791015625,0.02287893183529377,0.46301019191741943,0.08024025372698304
336,98,98,100.0,104.4,0.1964558837890625,0.0012843565782532096,0.4637579023838043,0.09825971938569547
337,9,9,100.0,116.0,0.1395359619140625,-0.01424211636185646,0.3704872131347656,0.0993179298876537
338,73,73,100.0,126.6,0.2460859375,0.016307512298226357,0.45197534561157227,0.08089954671051844
339,107,107,100.0,244.7,0.2162612548828125,0.01659388653934002,0.4306238293647766,0.07842097361415323
340,105,90,85.7,297.5,0.148724560546875,-0.007900677621364594,0.3727496564388275,0.08564318448566124
341,69,66,95.7,207.1,0.12450784912109375,-0.012075905688107014,0.38213059306144714,0.07870571444336012
342,91,91,100.0,158.0,0.15572615966796874,0.014072847552597523,0.41815680265426636,0.07486045798351654
343,87,87,100.0,175.5,0.10286483154296874,-0.0032822757493704557,0.36952847242355347,0.06720534870202116
344,70,39,55.7,364.7,0.1034467529296875,0.0032213530503213406,0.2845233678817749,0.05634419260012604
345,24,0,0.0,638.2,0.044341492944834186,0.0,0.2900592088699341,0.05693435750122468
346,5,5,100.0,0.0,0.4217943339445153,0.0,0.5707879662513733,0.0973298673236336
347,57,57,100.0,70.4,0.252028466796875,0.029013538733124733,0.5022879242897034,0.1073221771458688
348,117,117,100.0,82.4,0.2125416015625,-0.000490436505060643,0.46075084805488586,0.08476933762660645
349,119,119,100.0,111.3,0.2309516845703125,0.028674760833382607,0.4616949260234833,0.0877934860578425
350,209,209,100.0,166.6,0.09671573486328125,-0.016083737835288048,0.3653198778629303,0.0733605302082603
351,414,361,87.2,293.7,0.062103021240234375,-0.012311901897192001,0.32131028175354004,0.04914430839963886
352,97,64,66.0,343.9,0.1134579833984375,-0.0010712372604757547,0.3402922749519348,0.06561055663862563
353,129,129,100.0,118.9,0.204867724609375,0.0550522655248642,0.4000000059604645,0.06754799374658717
354,154,154,100.0,114.4,0.200000244140625,0.03804347664117813,0.39280691742897034,0.07001828520672582
355,122,122,100.0,184.9,0.2270880126953125,0.023346303030848503,0.4231555461883545,0.08845860101876957
356,74,74,100.0,245.3,0.245323193359375,0.04722010716795921,0.41639697551727295,0.07257977171495485
357,96,96,100.0,175.6,0.201979248046875,0.021153047680854797,0.3839080333709717,0.08060462399564268
358,139,139,100.0,105.3,0.22230400390625,0.033827442675828934,0.3913043439388275,0.0650197098187245
359,97,97,100.0,118.4,0.214783447265625,0.014751552604138851,0.3923371732234955,0.06983053811489325
360,7,7,100.0,34.6,0.175066162109375,-0.02047685906291008,0.4691478908061981,0.09604175676799603
362,50,50,100.0,224.0,0.237853955078125,0.029020143672823906,0.46666666865348816,0.07776307160093457
363,79,77,97.5,245.7,0.19667294921875,-0.016847172752022743,0.3996971845626831,0.08590065555887196
364,80,72,90.0,208.5,0.13173685302734375,-0.005692599806934595,0.37549659609794617,0.07016372631525968
365,98,98,100.0,109.3,0.1880171142578125,0.013239875435829163,0.40872663259506226,0.07742989726617099
366,58,58,100.0,175.0,0.13336981201171874,-0.006169377360492945,0.3525717258453369,0.06798431641397909
367,92,81,88.0,271.6,0.05479623413085938,-0.01654135249555111,0.23003575205802917,0.03461841518727706
368,34,0,0.0,589.5,0.026345837651466836,-0.008964954875409603,0.22670374810695648,0.03041587453655323
369,93,93,100.0,128.2,0.19225583446269132,0.0,0.44707250595092773,0.12085643348677871
370,120,120,100.0,86.3,0.17100115966796875,0.008811911568045616,0.39024388790130615,0.07884664880105444
371,81,81,100.0,73.7,0.1850643798828125,0.012866700999438763,0.3964272141456604,0.07948178556121696
372,132,132,100.0,141.5,0.1997322509765625,0.0223031397908926,0.41003671288490295,0.08156411385720219
373,187,187,100.0,41.6,0.173623583984375,0.034997668117284775,0.3886376917362213,0.08200512152921244
374,153,153,100.0,52.9,0.177783349609375,0.025785040110349655,0.40999624133110046,0.08609412976768815
375,129,129,100.0,89.2,0.164865185546875,0.01682242937386036,0.4054257869720459,0.08014340739477382
376,38,38,100.0,119.5,0.16182808837890625,0.013953488320112228,0.38349923491477966,0.08584940043086907
377,48,48,100.0,90.1,0.2061294921875,0.01290877815335989,0.43636688590049744,0.07896887505076594
378,101,101,100.0,118.6,0.2123962890625,0.013907581567764282,0.541217565536499,0.08667161336576935
379,102,102,100.0,51.1,0.3085856201171875,0.06922435015439987,0.5895962715148926,0.12070941730851141
380,69,69,100.0,60.5,0.32100615234375,0.04356889799237251,0.5857539176940918,0.1303814594266259
381,161,161,100.0,191.6,0.256198681640625,0.03855377063155174,0.5435582995414734,0.08024311339671966
382,76,76,100.0,152.3,0.2317632080078125,0.033381711691617966,0.40970301628112793,0.0784695555065504
383,2,2,100.0,0.0,0.2504765625,0.041948579251766205,0.491190105676651,0.09601015083128235
385,40,40,100.0,144.4,0.2386425537109375,0.02619871497154236,0.451077938079834,0.07933573286873284
386,107,107,100.0,129.7,0.199992919921875,0.04826038330793381,0.4268336296081543,0.07573720376739539
387,104,104,100.0,154.9,0.16291258544921874,0.020477334037423134,0.37928491830825806,0.07046164403860301
388,129,114,88.4,245.9,0.164778857421875,0.034516286104917526,0.35547012090682983,0.06869987258859192
389,76,14,18.4,503.3,0.125136083984375,-0.014698909595608711,0.360219269990921,0.07784580082228242
390,19,6,31.6,468.8,0.03476865539550781,-0.019248396158218384,0.2294372320175171,0.021594506730324998
391,13,12,92.3,186.1,0.028367085359534437,-0.019934281706809998,0.2906739413738251,0.04041030092037322
392,70,70,100.0,78.5,0.10389531349649235,-0.0031088083051145077,0.35561054944992065,0.06639140430094692
393,70,70,100.0,124.3,0.1517408447265625,-0.005615550559014082,0.3877550959587097,0.09555023162786205
394,46,46,100.0,60.4,0.21023701171875,-0.07215332239866257,0.47852760553359985,0.09319312224447815
395,95,95,100.0,56.8,0.15343455810546874,0.008177008479833603,0.3822794556617737,0.0811879769679991
396,162,162,100.0,76.0,0.14507022705078124,0.02145499363541603,0.3923000991344452,0.07915597525278474
397,165,165,100.0,46.5,0.1549650390625,0.008086252957582474,0.3919052183628082,0.08824964739798402
398,129,129,100.0,59.5,0.18071226806640625,0.012896174564957619,0.44002825021743774,0.08807894072009449
399,25,25,100.0,115.2,0.19939359130859374,0.0022205773275345564,0.4337312579154968,0.1149992712041327
400,47,41,87.2,310.8,0.15952333984375,0.008064515888690948,0.3965255618095398,0.09211129457783918
401,62,40,64.5,355.9,0.20158770751953126,-0.007092198356986046,0.5262649059295654,0.11861120355980159
402,1,0,0.0,437.3,0.44066171875,0.05923210456967354,0.5956553220748901,0.08121457508251932
403,41,41,100.0,74.2,0.382889794921875,0.0592266283929348,0.5846381187438965,0.11906960510895312
404,104,104,100.0,73.1,0.2830544189453125,0.0505681112408638,0.542935848236084,0.09115241788885575
405,101,101,100.0,113.8,0.220224951171875,0.00555318221449852,0.460317462682724,0.0888443447170682
406,17,17,100.0,158.2,0.209105322265625,0.03382084146142006,0.4545454680919647,0.09008735539271008
408,24,24,100.0,169.1,0.2377532470703125,0.02654402144253254,0.5065388083457947,0.09256881842808573
409,89,89,100.0,93.4,0.188703857421875,0.017745302990078926,0.3956121802330017,0.08018899197800912
410,110,80,72.7,345.7,0.20285115966796874,0.022731764242053032,0.39853495359420776,0.0699715647164348
411,114,69,60.5,356.0,0.1838707763671875,0.03165542334318161,0.40643465518951416,0.06827314079218899
412,118,65,55.1,374.4,0.07931395263671875,-0.03275011107325554,0.3808026611804962,0.0682447333855786
413,37,33,89.2,257.1,0.04678406982421875,-0.022421523928642273,0.28045541048049927,0.03382426739899581
414,32,32,100.0,46.6,0.08293662557796556,-0.005256772972643375,0.44573789834976196,0.10266245525407793
415,67,67,100.0,81.7,0.1126841891541773,0.0,0.37837839126586914,0.0727577522696972
416,124,124,100.0,52.1,0.1257416748046875,0.009324878454208374,0.4058024287223816,0.077311179432687
417,84,84,100.0,56.5,0.1967194091796875,0.007481296546757221,0.4349229037761688,0.09424003788536893
418,111,111,100.0,64.3,0.1415194580078125,0.015657620504498482,0.41229555010795593,0.08684465621593246
419,146,146,100.0,22.5,0.13186419677734376,0.0063931806944310665,0.3854514956474304,0.0756894977198087
420,228,228,100.0,37.0,0.1101201171875,-0.0019011406693607569,0.3337346911430359,0.066329044169086
421,211,211,100.0,130.8,0.15537392578125,0.02031802199780941,0.4068908989429474,0.08407306629208755
422,163,163,100.0,50.8,0.18368427734375,0.015666425228118896,0.4254224896430969,0.08765944651192142
423,103,102,99.0,117.6,0.1664219970703125,-0.00685714278370142,0.4254518151283264,0.10644249083043435
424,190,190,100.0,99.3,0.1232226318359375,0.011178861372172832,0.35384005308151245,0.07615726659604635
425,66,66,100.0,58.2,0.22098818359375,0.0253521129488945,0.4402073323726654,0.09145186987374633
426,119,119,100.0,36.4,0.2385471435546875,-0.0155242420732975,0.5502645373344421,0.10234243179815276
427,97,97,100.0,37.4,0.251751708984375,-0.020885931327939034,0.565891444683075,0.1008147717705667
428,17,17,100.0,28.5,0.3054749755859375,-0.0003206155961379409,0.5419290661811829,0.11252697380128747
429,15,15,100.0,108.0,0.1358285400390625,-0.017644254490733147,0.429548054933548,0.10371392563495165
431,31,31,100.0,143.5,0.166699462890625,-0.03658536449074745,0.44765838980674744,0.08872718735207646
432,64,41,64.1,364.5,0.15554425048828124,0.01123595517128706,0.42462265491485596,0.076250003875587
433,70,52,74.3,239.7,0.2336364990234375,0.02827521227300167,0.4533243775367737,0.10457325207743658
434,52,52,100.0,103.6,0.23800986328125,0.04669060930609703,0.449770987033844,0.08813957938487282
435,89,89,100.0,108.2,0.14544344482421875,-0.010619468986988068,0.3939499855041504,0.0841983488953604
436,153,153,100.0,101.5,0.0986369140625,-0.007808911148458719,0.38328754901885986,0.06753484835702171
437,43,43,100.0,67.3,0.07927716936383929,0.0,0.31980100274086,0.0874124940576963
438,50,50,100.0,59.1,0.234871826171875,0.0,0.4546666741371155,0.11007476916819775
439,101,101,100.0,51.2,0.1809151611328125,0.014393754303455353,0.4525845944881439,0.09197879625138591
440,81,81,100.0,63.7,0.1476679931640625,-0.057884231209754944,0.43681052327156067,0.08632482913458024
441,115,115,100.0,91.3,0.1199804931640625,-0.00837120320647955,0.3520347774028778,0.07381434563056846
442,137,137,100.0,35.9,0.20367222900390625,0.005376344081014395,0.46056339144706726,0.10662652895319222
443,137,137,100.0,95.2,0.282177392578125,0.0413285531103611,0.5177111625671387,0.11603878301461418
444,142,98,69.0,317.2,0.228769873046875,0.03716814145445824,0.4441301226615906,0.09079979666375121
445,128,128,100.0,215.7,0.12274376220703125,0.0060606058686971664,0.3615863025188446,0.0769893710647273
446,119,119,100.0,93.7,0.19238074951171874,-0.030946064740419388,0.486376017332077,0.10600187392970656
447,104,104,100.0,35.6,0.266570361328125,0.028043894097208977,0.5075653195381165,0.09050504990375773
448,28,28,100.0,10.9,0.33928955078125,0.07204782962799072,0.521095871925354,0.08022225220178156
449,44,44,100.0,98.6,0.3366141357421875,0.043328747153282166,0.5001881718635559,0.06388194369698325
450,33,33,100.0,226.5,0.3224884765625,0.11957484483718872,0.48397308588027954,0.060776302045293724
451,43,43,100.0,135.7,0.280978466796875,0.04199584200978279,0.49887755513191223,0.09360035765132277
452,11,11,100.0,81.3,0.1593392578125,-0.00399600388482213,0.4270462691783905,0.08618335218022102
454,22,14,63.6,406.2,0.207468408203125,0.020882513374090195,0.4659512937068939,0.09514865783495187
455,35,4,11.4,509.2,0.2081453125,0.006254886742681265,0.48998695611953735,0.0894650400139679
456,23,17,73.9,305.7,0.17524312744140624,-0.0059729646891355515,0.4760563373565674,0.08590317675404534
457,45,44,97.8,192.6,0.208709326171875,0.03878116235136986,0.4536602199077606,0.07246074412845116
458,13,13,100.0,14.4,0.254623974609375,0.02315325289964676,0.40225785970687866,0.07221660457921818
459,6,6,100.0,3.2,0.2493064453125,0.030318735167384148,0.43708205223083496,0.07598177668704502
460,1,1,100.0,0.0,0.15640078174824618,0.0,0.4185328185558319,0.14281886501708002
461,7,7,100.0,14.6,0.05472177127777137,0.0,0.4304300546646118,0.10947916280088144
462,25,25,100.0,48.6,0.021838540836256377,0.0,0.4299304783344269,0.05092763169186444
463,24,24,100.0,100.4,0.02152817239566725,0.0,0.3341815173625946,0.05279321106230151
464,36,36,100.0,185.1,0.03209851634745695,0.0,0.37259817123413086,0.06900547443385069
465,22,22,100.0,29.2,0.058373388173628825,0.0,0.4747005105018616,0.12001611008019557
466,10,10,100.0,160.5,0.09460345832669005,0.0,0.527465283870697,0.1725202030862717
467,34,11,32.4,441.8,0.0517446214325574,0.0,0.42965778708457947,0.10154895430405231
468,10,10,100.0,234.8,0.020956768113739636,0.0,0.26356756687164307,0.04291224310776665
469,8,8,100.0,46.0,0.04994257712850765,-0.007620660588145256,0.41866666078567505,0.09854543143910705
470,7,7,100.0,41.5,0.05882402692522321,0.0,0.4269199073314667,0.1130825373547545
472,1,1,100.0,243.5,0.07916251046316965,0.0,0.5364238619804382,0.14179187175657174
